Przewidywania na tydzieñ: 31
Miasto	Produkt	Przewidziana Iloœæ Zamówieñ
Los Angeles	Vareebadd Phone	6	5	4	3	6	4	12	9	3	5	4	13	6	9	4	5	2	4	5	4	4	3.52
Los Angeles	Wired Headphones	64	61	69	69	70	90	78	65	73	60	74	58	62	49	56	55	51	52	63	69	59	65.19
Los Angeles	iPhone	18	16	17	18	25	25	27	22	18	38	24	22	39	24	17	29	23	15	15	17	19	19.82
New York City	20in Monitor	6	13	10	10	12	13	18	18	8	15	8	9	13	7	9	15	10	10	14	9	6	8.96
New York City	27in 4K Gaming Monitor	13	19	14	15	17	16	26	13	21	19	15	26	16	12	20	14	20	15	20	20	12	17.50
New York City	27in FHD Monitor	26	16	25	21	18	25	17	22	28	32	29	21	20	12	16	14	12	24	27	14	13	21.97
New York City	34in Ultrawide Monitor	7	16	13	18	21	25	29	12	15	16	18	18	19	13	15	14	22	14	11	18	19	15.70
New York City	AA Batteries (4-pack)	50	61	77	51	96	95	80	79	93	58	80	64	59	73	81	55	74	51	62	67	76	73.22
New York City	AAA Batteries (4-pack)	74	75	76	74	91	88	99	68	109	76	92	99	99	66	73	64	59	69	78	59	75	75.34
New York City	Apple Airpods Headphones	37	43	44	46	51	50	45	44	44	30	52	44	38	29	34	47	42	32	32	34	30	37.75
New York City	Bose SoundSport Headphones	30	45	36	36	42	44	46	47	40	51	42	24	36	21	37	29	32	46	30	36	36	31.41
New York City	Flatscreen TV	12	16	6	12	13	14	15	17	13	12	10	7	11	8	6	7	19	11	17	10	14	10.64
New York City	Google Phone	14	13	16	23	15	24	12	15	22	21	14	18	11	14	9	5	11	13	14	18	16	14.63
New York City	LG Washing Machine	2	1	4	0	3	2	0	1	2	2	2	2	0	0	2	2	0	2	2	1	4	2.09
New York City	Lightning Charging Cable	54	56	61	50	75	64	74	68	67	54	54	50	67	57	56	50	56	58	50	57	42	47.21
New York City	Macbook Pro Laptop	8	8	10	14	18	13	12	21	17	12	16	20	11	10	9	9	7	7	13	10	7	9.99
New York City	ThinkPad Laptop	9	14	16	9	9	13	11	14	11	11	6	7	14	7	11	15	6	9	17	6	12	8.35
New York City	USB-C Charging Cable	60	59	49	54	67	70	72	74	61	57	64	68	62	45	62	45	43	75	49	63	63	55.64
New York City	Vareebadd Phone	4	3	5	6	12	4	6	5	6	4	6	8	5	2	3	5	10	3	6	4	2	5.41
New York City	Wired Headphones	42	50	48	43	63	72	81	42	72	60	69	56	51	47	45	31	34	48	37	53	45	46.98
New York City	iPhone	12	22	17	13	20	15	20	11	13	18	21	18	19	17	15	14	21	16	9	19	12	13.23
Portland	20in Monitor	3	8	10	3	6	7	6	5	7	8	6	2	4	5	2	1	6	7	3	6	7	5.09
Portland	27in 4K Gaming Monitor	4	7	5	6	9	8	11	7	7	7	9	13	12	9	7	5	5	7	9	13	6	8.49
Portland	27in FHD Monitor	14	11	4	9	13	11	12	16	8	11	8	12	8	13	13	8	8	9	6	8	8	8.54
Portland	34in Ultrawide Monitor	4	15	7	8	18	9	7	9	9	12	9	12	8	12	2	5	1	9	11	8	7	7.25
Portland	AA Batteries (4-pack)	41	43	35	39	45	56	45	38	37	53	39	40	49	39	31	29	29	24	21	24	29	34.34
Portland	AAA Batteries (4-pack)	31	60	31	39	53	31	42	35	40	48	42	40	34	37	40	40	57	16	34	37	38	29.03
Portland	Apple Airpods Headphones	15	26	16	19	16	18	25	34	25	16	24	20	18	28	16	23	16	21	17	24	21	17.32
Portland	Bose SoundSport Headphones	20	15	26	17	22	24	13	20	16	13	17	14	25	13	19	12	17	13	18	17	12	16.71
Portland	Flatscreen TV	3	2	5	3	4	8	11	7	5	5	9	7	6	6	2	5	11	5	6	7	10	3.80
Portland	Google Phone	2	5	5	4	5	15	16	7	8	6	6	10	7	3	2	8	3	5	5	6	8	6.18
Portland	LG Dryer	1	1	2	1	1	2	1	0	1	0	1	1	1	2	1	0	1	0	0	0	1	1.18
Portland	LG Washing Machine	2	0	0	1	0	1	3	0	0	3	3	1	0	0	0	2	1	0	1	1	1	2.07
Portland	Lightning Charging Cable	21	28	27	17	32	38	37	30	39	39	27	38	21	27	24	24	32	28	22	27	24	27.91
Portland	Macbook Pro Laptop	10	8	4	10	10	6	5	10	13	6	11	8	4	9	6	2	6	5	3	6	4	6.48
Portland	ThinkPad Laptop	4	2	8	6	7	4	4	4	8	8	4	5	6	10	9	1	4	5	5	5	8	5.40
Portland	USB-C Charging Cable	25	29	23	22	42	44	34	39	34	31	33	36	26	30	27	27	31	17	20	32	20	24.60
Portland	Wired Headphones	25	21	23	18	38	34	33	29	35	22	27	37	33	24	24	25	35	19	23	19	16	25.56
Portland	iPhone	3	5	9	8	13	9	16	5	9	14	13	8	13	8	4	13	6	10	10	4	6	7.51
San Francisco	20in Monitor	22	18	21	16	18	17	13	20	26	19	10	15	20	19	13	22	17	24	24	26	9	18.81
San Francisco	27in 4K Gaming Monitor	30	30	25	21	24	30	34	33	25	33	34	32	27	22	22	19	27	24	22	33	28	27.60
San Francisco	27in FHD Monitor	42	30	27	26	38	38	51	27	44	37	37	50	28	34	45	39	25	37	30	29	30	34.19
San Francisco	34in Ultrawide Monitor	27	22	33	24	42	44	36	45	29	32	20	20	38	26	28	21	31	16	30	23	27	24.98
San Francisco	AA Batteries (4-pack)	126	108	116	89	152	176	150	160	114	120	148	125	141	105	108	137	103	116	123	127	117	118.96
San Francisco	AAA Batteries (4-pack)	118	133	131	150	167	184	152	175	166	148	155	150	170	117	139	94	115	132	140	128	134	143.03
San Francisco	Apple Airpods Headphones	61	84	70	69	97	89	68	97	61	69	86	76	65	57	67	53	64	64	72	62	67	72.54
San Francisco	Bose SoundSport Headphones	68	59	69	70	67	78	80	79	79	55	61	53	63	61	61	52	66	60	46	57	74	62.09
San Francisco	Flatscreen TV	27	14	25	16	24	26	30	28	16	18	17	25	21	27	22	19	16	24	20	18	25	21.25
San Francisco	Google Phone	26	17	33	17	37	32	23	23	43	23	20	27	26	24	22	24	27	19	29	23	18	23.38
San Francisco	LG Dryer	5	1	5	3	6	1	6	4	0	4	4	4	2	1	2	3	1	3	1	4	2	1.94
San Francisco	LG Washing Machine	1	3	6	6	3	5	1	7	5	3	2	4	4	5	2	4	2	3	5	1	2	3.37
San Francisco	Lightning Charging Cable	104	97	100	100	122	129	160	133	102	120	97	130	105	94	97	103	90	114	87	103	115	111.15
San Francisco	Macbook Pro Laptop	27	17	18	26	24	26	29	28	26	27	24	33	25	18	22	27	10	28	22	20	12	40.45
San Francisco	ThinkPad Laptop	21	13	17	19	23	22	16	20	26	17	19	22	15	20	10	16	26	18	17	16	14	19.73
San Francisco	USB-C Charging Cable	106	114	130	97	143	137	134	101	114	114	113	124	90	79	104	108	125	112	92	113	93	104.30
San Francisco	Vareebadd Phone	11	17	8	8	12	11	13	7	13	9	18	12	13	12	8	4	9	15	6	11	9	10.90
San Francisco	Wired Headphones	85	79	76	71	138	125	104	108	101	116	86	95	84	91	84	81	72	102	75	86	85	78.80
San Francisco	iPhone	42	32	24	35	37	41	39	34	50	28	36	35	34	27	33	20	30	35	23	34	26	28.70
Seattle	20in Monitor	8	3	6	4	9	9	9	12	4	2	7	6	5	8	6	3	5	5	9	7	6	5.72
Seattle	27in 4K Gaming Monitor	10	11	13	12	11	17	5	19	12	11	7	13	4	15	9	11	5	9	10	2	5	7.27
Seattle	27in FHD Monitor	10	12	4	12	17	13	21	10	11	16	8	6	7	11	12	14	5	12	10	11	12	9.79
Seattle	34in Ultrawide Monitor	15	7	18	15	13	20	13	8	15	9	10	9	8	9	7	6	8	10	11	9	12	9.13
Seattle	AA Batteries (4-pack)	41	40	53	25	42	63	44	38	44	50	47	49	57	29	36	33	39	40	40	24	23	37.17
Seattle	AAA Batteries (4-pack)	44	37	42	35	40	43	50	55	49	53	57	55	49	57	48	47	31	52	37	44	35	36.75
Seattle	Apple Airpods Headphones	27	27	24	22	33	29	33	28	29	27	35	20	16	12	18	20	21	29	41	21	16	20.70
Seattle	Bose SoundSport Headphones	26	24	18	15	26	19	20	23	15	18	25	17	16	15	20	16	20	19	16	17	16	16.37
Seattle	Flatscreen TV	2	4	11	7	9	9	3	11	6	11	5	5	6	7	7	10	3	9	6	7	7	8.31
Seattle	Google Phone	7	2	4	4	6	7	14	21	3	4	11	7	8	15	10	7	5	5	4	9	6	9.05
Seattle	LG Dryer	3	3	0	1	1	0	0	1	0	2	1	4	2	0	0	2	1	1	1	0	2	2.31
Seattle	LG Washing Machine	1	1	2	1	1	1	0	1	1	2	0	0	0	2	2	0	1	1	3	2	1	1.88
Seattle	Lightning Charging Cable	30	35	41	34	44	48	31	46	32	33	24	41	24	36	26	19	25	33	33	35	34	32.55
Seattle	Macbook Pro Laptop	3	6	6	9	5	7	14	7	7	13	2	2	8	11	5	3	7	4	3	12	6	9.19
Seattle	ThinkPad Laptop	8	6	8	7	7	6	10	12	6	4	8	5	4	7	7	9	5	8	6	3	4	6.56
Seattle	USB-C Charging Cable	44	37	24	30	30	50	43	43	32	36	45	34	42	24	38	25	19	20	38	34	30	29.39
Seattle	Vareebadd Phone	7	1	2	1	7	5	4	4	4	2	4	3	1	5	1	1	2	4	7	4	2	2.48
Seattle	Wired Headphones	25	39	25	33	41	50	36	32	41	26	34	29	24	37	32	33	27	28	30	31	35	27.22
Seattle	iPhone	5	11	4	15	14	12	10	6	14	11	12	8	3	6	12	14	13	10	6	6	7	8.72
